ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,Información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
LRD5opIY,,,,,07/11/2025 14:45,07/11/2025 14:50,,,10,,Derecho,8° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente insatisfecho,Totalmente satisfecho,,,,Satisfecho,,
oMD9hQxh,,,,,03/11/2025 20:22,03/11/2025 20:28,,,10,,Arquitectura,8° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Satisfecho,,
pOE5L2dg,,,,,03/11/2025 20:45,03/11/2025 20:46,,,10,,Administración,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
BpD5ZR4p,,,,,13/11/2025 10:37,13/11/2025 10:40,,,10,,Comunicación,8° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,No conozco,Muy satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
eEEFHPf9,,,,,17/11/2025 08:24,17/11/2025 08:29,,,10,,Ingeniería Industrial,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
Z24FGIR5,,,,,24/10/2025 15:07,24/10/2025 15:10,,,10,,Derecho,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,Insatisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,,,Satisfecho,,
CYB1j0KE,,,,,29/10/2025 19:39,29/10/2025 19:41,,,10,,Derecho,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,,Satisfecho,No utilizo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,No utilizo,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Satisfecho,,
BwCI0u8o,,,,,20/11/2025 18:50,20/11/2025 18:54,,,10,,Psicología,9° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
swCI2kjs,,,,,03/11/2025 20:50,03/11/2025 20:54,,,10,,Administración,9° Ciclo,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,,Insatisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,No utilizo,Insatisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Satisfecho,,
vCMkYpVe,,,,,13/11/2025 07:07,13/11/2025 07:10,,,10,,Negocios Internacionales,9° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Insatisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,,,,Satisfecho,,
o1CIqfCt,,,,,30/10/2025 08:50,30/10/2025 08:53,,,10,,Psicología,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
7DCIBFIF,,,,,07/11/2025 09:08,07/11/2025 09:10,,,10,,Derecho,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
CFD5qKhN,,,,,20/10/2025 07:22,20/10/2025 07:24,,,10,,Negocios Internacionales,10° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Satisfecho,,
XVCIUoTt,,,,,22/10/2025 13:08,22/10/2025 13:12,,,10,,Comunicación,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,No conozco,Satisfecho,No utilizo,Satisfecho,No conozco,Muy satisfecho,Satisfecho,No utilizo,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,,,,Satisfecho,,
zkDtXuqG,,,,,07/11/2025 12:11,07/11/2025 12:13,,,10,,Ingeniería Industrial,10° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
u348QMog,,,,,11/11/2025 18:04,11/11/2025 18:07,,,10,,Ingeniería Civil,10° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
I2B1ubFF,,,,,08/11/2025 11:49,08/11/2025 11:52,,,10,,Psicología,11° Ciclo,Satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,,Satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,,Satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
ukDAalDr,,,,,25/10/2025 09:31,25/10/2025 09:33,,,10,,Derecho,12° Ciclo,Satisfecho,Insatisfecho,Insatisfecho,Muy satisfecho,,Insatisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
vcB15PmA,,,,,21/10/2025 12:15,21/10/2025 12:23,,,10,,Ingeniería Civil,4° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,No utilizo,Totalmente satisfecho,No utilizo,Satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,,,,Totalmente insatisfecho,,
n8DtXr6O,,,,,31/10/2025 13:13,31/10/2025 13:15,,,10,,Administración,5° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Totalmente insatisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Insatisfecho,Totalmente insatisfecho,Satisfecho,No utilizo,,Totalmente satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,No utilizo,,,,Totalmente insatisfecho,,
upE0WmAu,,,,,11/11/2025 11:59,11/11/2025 12:01,,,10,,Negocios Internacionales,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Satisfecho,Totalmente insatisfecho,,,,Totalmente insatisfecho,,
jQE436No,,,,,31/10/2025 10:09,31/10/2025 10:10,,,10,,Derecho,7° Ciclo,Insatisfecho,Totalmente insatisfecho,Insatisfecho,Totalmente insatisfecho,,Muy satisfecho,No utilizo,Totalmente insatisfecho,Satisfecho,No utilizo,,Insatisfecho,Insatisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,No utilizo,,,,Totalmente insatisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,,,,Insatisfecho,,
02MWczac,,,,,06/11/2025 16:56,06/11/2025 17:00,,,9,,Comunicación,1° Ciclo,,,Muy satisfecho,Muy satisfecho,,Muy satisfecho,,Insatisfecho,Totalmente insatisfecho,Satisfecho,,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,,,,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,,
aY4FPIBc,,,,,13/11/2025 15:05,13/11/2025 15:08,,,9,,Ingeniería de Sistemas,1° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,,Satisfecho,Totalmente satisfecho,Muy satisfecho,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente insatisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
ETanK4Hk,,,,,23/10/2025 10:24,23/10/2025 10:29,,,9,,Comunicación,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,Totalmente satisfecho,Totalmente satisfecho,No utilizo,No utilizo,Insatisfecho,Satisfecho,,,,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
rnM5rzCx,,,,,23/10/2025 17:13,23/10/2025 17:16,,,9,,Ingeniería Industrial,2° Ciclo,,,Satisfecho,Satisfecho,,Totalmente satisfecho,,Totalmente satisfecho,No utilizo,No utilizo,,,No utilizo,No utilizo,No conozco,No conozco,Muy satisfecho,Insatisfecho,,,,Totalmente insatisfecho,Totalmente satisfecho,Satisfecho,No utilizo,,,,Muy satisfecho,,
CUMJiYUx,,,,,28/10/2025 18:27,28/10/2025 18:30,,,9,,Ingeniería Industrial,2° Ciclo,,,Satisfecho,Satisfecho,,Muy satisfecho,,Satisfecho,No utilizo,Satisfecho,,,No conozco,No conozco,No conozco,No conozco,Muy satisfecho,Muy satisfecho,,,,No utilizo,Satisfecho,Totalmente insatisfecho,No conozco,,,,Satisfecho,,
ziDApCTr,,,,,30/10/2025 10:20,30/10/2025 10:22,,,9,,Comunicación,2° Ciclo,,,Satisfecho,Muy satisfecho,,Insatisfecho,,Satisfecho,Muy satisfecho,Insatisfecho,,,Muy satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,,,,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,,,,Muy satisfecho,,
H3CIe4MS,,,,,18/11/2025 11:51,18/11/2025 11:56,,,9,,Comunicación,2° Ciclo,,,Satisfecho,Muy satisfecho,,Muy satisfecho,,Insatisfecho,Muy satisfecho,No utilizo,,,No utilizo,No utilizo,No utilizo,No utilizo,Muy satisfecho,Totalmente satisfecho,,,,Totalmente insatisfecho,Insatisfecho,Muy satisfecho,Totalmente insatisfecho,,,,Muy satisfecho,,
zLEY89wU,,,,,05/11/2025 12:19,05/11/2025 12:23,,,9,,Psicología,4° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,No utilizo,,Satisfecho,Totalmente insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
NLMl2z3C,,,,,20/10/2025 19:07,20/10/2025 19:09,,,9,,Negocios Internacionales,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
03M2sUgU,,,,,21/10/2025 12:17,21/10/2025 12:31,,,9,,Ingeniería Civil,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,,No utilizo,No utilizo,No conozco,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Muy satisfecho,,,,Muy satisfecho,,
KcD9mxu8,,,,,30/10/2025 16:06,30/10/2025 16:08,,,9,,Administración,4° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Insatisfecho,No conozco,Muy satisfecho,Muy satisfecho,No conozco,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,,,,Muy satisfecho,,
QWDAinHl,,,,,03/11/2025 15:10,03/11/2025 15:11,,,9,,Administración,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Satisfecho,,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,No utilizo,Satisfecho,Muy satisfecho,Insatisfecho,,,,Satisfecho,,
QWB1nd8x,,,,,10/11/2025 10:08,10/11/2025 10:11,,,9,,Negocios Internacionales,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,,No utilizo,Totalmente insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,,,,Satisfecho,,
9QCKJfmk,,,,,25/11/2025 18:13,25/11/2025 18:17,,,9,,Ingeniería Industrial,4° Ciclo,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,Muy satisfecho,Satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Totalmente insatisfecho,Insatisfecho,Totalmente insatisfecho,Insatisfecho,,,,Satisfecho,,
B2EYzLTD,,,,,08/11/2025 11:49,08/11/2025 11:52,,,9,,Psicología,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Totalmente insatisfecho,No conozco,Insatisfecho,No utilizo,Satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Insatisfecho,No utilizo,No utilizo,,No utilizo,No utilizo,Satisfecho,Totalmente insatisfecho,No utilizo,,,,Satisfecho,,
79DAVmDc,,,,,08/11/2025 09:53,08/11/2025 09:55,,,9,,Ingeniería Industrial,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Satisfecho,Totalmente insatisfecho,No utilizo,,Insatisfecho,No utilizo,Insatisfecho,Muy satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,,,,Satisfecho,,
dhfVC7cc,,,,,21/10/2025 16:21,21/10/2025 16:27,,,9,,Ingeniería de Sistemas,6° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Insatisfecho,Insatisfecho,Insatisfecho,,No utilizo,Insatisfecho,No utilizo,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Totalmente insatisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,,,,Satisfecho,,
eaD5iUvX,,,,,30/10/2025 13:03,30/10/2025 13:07,,,9,,Comunicación,6° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,No conozco,Satisfecho,No conozco,Satisfecho,,No utilizo,Muy satisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Insatisfecho,No utilizo,,No utilizo,No utilizo,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
SRDtn1DH,,,,,03/11/2025 21:23,03/11/2025 21:26,,,9,,Ingeniería de Sistemas,6° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,No utilizo,No utilizo,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No conozco,Totalmente insatisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,,,,Muy satisfecho,,
XrfKTgPU,,,,,29/10/2025 12:22,29/10/2025 12:24,,,9,,Ingeniería Industrial,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente insatisfecho,Muy satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
DdDtqfni,,,,,03/11/2025 11:53,03/11/2025 12:00,,,9,,Ingeniería de Sistemas,8° Ciclo,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Totalmente satisfecho,Totalmente insatisfecho,No utilizo,,No utilizo,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Totalmente insatisfecho,Muy satisfecho,Satisfecho,No utilizo,,,,Muy satisfecho,,
oYaJX9yg,,,,,24/10/2025 12:14,24/10/2025 12:17,,,9,,Derecho,1° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,,Totalmente satisfecho,Satisfecho,No utilizo,No utilizo,Totalmente satisfecho,Insatisfecho,,,,Insatisfecho,Totalmente satisfecho,Satisfecho,Insatisfecho,,,,Muy satisfecho,,
XODtYH63,,,,,24/10/2025 12:14,24/10/2025 12:24,,,9,,Psicología,1° Ciclo,,,Muy satisfecho,Muy satisfecho,,Muy satisfecho,,Muy satisfecho,Satisfecho,Muy satisfecho,,,Totalmente satisfecho,Insatisfecho,No utilizo,No utilizo,Insatisfecho,Satisfecho,,,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
MLDAztj9,,,,,03/11/2025 10:05,03/11/2025 10:06,,,9,,Negocios Internacionales,1° Ciclo,,,Satisfecho,Muy satisfecho,,Insatisfecho,,Totalmente satisfecho,Muy satisfecho,Satisfecho,,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Insatisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
X9D5g4Ns,,,,,03/11/2025 10:05,03/11/2025 10:06,,,9,,Administración,1° Ciclo,,,Satisfecho,Satisfecho,,Satisfecho,,Insatisfecho,Satisfecho,Satisfecho,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Insatisfecho,Muy satisfecho,Totalmente insatisfecho,Satisfecho,,,,Muy satisfecho,,
UqD5KEJd,,,,,10/11/2025 17:08,10/11/2025 17:10,,,9,,Administración,1° Ciclo,,,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,,No utilizo,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,,,,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,,,,Muy satisfecho,,
8WDAqqO6,,,,,13/11/2025 15:05,13/11/2025 15:08,,,9,,Ingeniería Industrial,1° Ciclo,,,Satisfecho,Muy satisfecho,,Satisfecho,,Satisfecho,No utilizo,Satisfecho,,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
I8B1JQxv,,,,,20/10/2025 16:32,20/10/2025 16:37,,,9,,Ingeniería de Sistemas,2° Ciclo,,,Satisfecho,Satisfecho,,Satisfecho,,Satisfecho,No conozco,Satisfecho,,,Satisfecho,No conozco,No conozco,No conozco,Satisfecho,Insatisfecho,,,,Insatisfecho,Satisfecho,Insatisfecho,No utilizo,,,,Satisfecho,,
BrD9H5Qd,,,,,20/10/2025 16:32,20/10/2025 16:35,,,9,,Negocios Internacionales,2° Ciclo,,,Satisfecho,Satisfecho,,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Muy satisfecho,,,,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Satisfecho,,
FbEHDjQO,,,,,23/10/2025 17:13,23/10/2025 17:17,,,9,,Derecho,2° Ciclo,,,Satisfecho,Satisfecho,,Muy satisfecho,,Insatisfecho,Muy satisfecho,Insatisfecho,,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,,,Insatisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,,
iDDtbrpe,,,,,28/10/2025 18:26,28/10/2025 18:29,,,9,,Derecho,2° Ciclo,,,Satisfecho,Satisfecho,,Satisfecho,,Insatisfecho,Satisfecho,Insatisfecho,,,Satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,,,,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Totalmente satisfecho,,
WxB11j7v,,,,,28/10/2025 18:26,28/10/2025 18:29,,,9,,Ingeniería Industrial,2° Ciclo,,,Muy satisfecho,Muy satisfecho,,Muy satisfecho,,Satisfecho,No utilizo,Satisfecho,,,Muy satisfecho,No utilizo,No conozco,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
TcDtjSPn,,,,,30/10/2025 16:37,30/10/2025 16:40,,,9,,Arquitectura,2° Ciclo,,,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,,Totalmente satisfecho,No utilizo,No utilizo,,,Satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,,,Totalmente satisfecho,,
iADt26LF,,,,,30/10/2025 16:37,30/10/2025 16:39,,,9,,Administración,2° Ciclo,,,Satisfecho,Satisfecho,,Insatisfecho,,Insatisfecho,Satisfecho,Insatisfecho,,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
