ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,La información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
tiCZcLCt,,,COMPLETED,,"may. 13, 2026 03:35:08 p. m.","may. 13, 2026 03:38:40 p. m.",3 mins 31 secs ,Public collector,7,0,Ingeniería de Sistemas,7° Ciclo,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,No utilizo,Satisfecho,Insatisfecho,Satisfecho,7 (Passive),Está bien
rwzIV1ri,,,COMPLETED,,"may. 13, 2026 03:35:09 p. m.","may. 13, 2026 03:38:40 p. m.",3 mins 30 secs ,Public collector,10,100,Ingeniería de Sistemas,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
UHC5C4T7,,,COMPLETED,,"may. 13, 2026 03:35:10 p. m.","may. 13, 2026 03:42:46 p. m.",7 mins 35 secs ,Public collector,8,0,Ingeniería de Sistemas,7° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Insatisfecho,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,No conozco,No utilizo,Satisfecho,No utilizo,No utilizo,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,No utilizo,Satisfecho,Satisfecho,Insatisfecho,Totalmente satisfecho,8 (Passive),Algunas veces siento que podria estar aprendiendo algo mas especializado dentro de cada curso y a veces una nueva información lo deja al aire.
eWzmhilY,,,COMPLETED,,"may. 13, 2026 03:35:10 p. m.","may. 13, 2026 03:39:12 p. m.",4 mins 1 sec ,Public collector,8,0,Ingeniería de Sistemas,7° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,8 (Passive),Es necesario la integración de nuevos cursos acorde a lo que piden las empresas.
eytErs6R,,,COMPLETED,,"may. 13, 2026 03:35:11 p. m.","may. 13, 2026 03:40:53 p. m.",5 mins 42 secs ,Public collector,7,0,Ingeniería de Sistemas,8° Ciclo,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,No conozco,Satisfecho,No utilizo,Satisfecho,No conozco,No conozco,Satisfecho,No utilizo,Totalmente insatisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Insatisfecho,Insatisfecho,Satisfecho,7 (Passive),Buena universidad pero no tiene todas las carreras y aveces la forma en cómo enseñan unos profesor no te motivan o son aburridas  o son demasiada teóricas y sin parte práctica
sKBRk10V,,,COMPLETED,,"may. 13, 2026 03:35:11 p. m.","may. 13, 2026 03:39:56 p. m.",4 mins 45 secs ,Public collector,9,100,Ingeniería de Sistemas,8° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Totalmente satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,No conozco,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
lxBRmuIc,,,COMPLETED,,"may. 13, 2026 03:35:11 p. m.","may. 13, 2026 03:38:32 p. m.",3 mins 20 secs ,Public collector,10,100,Ingeniería de Sistemas,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
ZgCZ4Ez0,,,COMPLETED,,"may. 13, 2026 03:35:11 p. m.","may. 13, 2026 03:38:06 p. m.",2 mins 54 secs ,Public collector,10,100,Ingeniería de Sistemas,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
BQDBCj6w,,,COMPLETED,,"may. 13, 2026 03:35:12 p. m.","may. 13, 2026 03:38:30 p. m.",3 mins 17 secs ,Public collector,10,100,Ingeniería de Sistemas,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
r4DBi4O7,,,COMPLETED,,"may. 13, 2026 03:35:12 p. m.","may. 13, 2026 03:39:43 p. m.",4 mins 30 secs ,Public collector,8,0,Ingeniería de Sistemas,7° Ciclo,Totalmente insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No utilizo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Insatisfecho,Muy satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,8 (Passive),Deberían aumentar y promover las oportunidades de internacionalización y eventos para aquellos estudiantes que resaltan dentro de la carrera.
uLC2qDvY,,,COMPLETED,,"may. 13, 2026 03:35:13 p. m.","may. 13, 2026 03:40:46 p. m.",5 mins 33 secs ,Public collector,10,100,Ingeniería de Sistemas,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,No conozco,Satisfecho,Satisfecho,No conozco,Satisfecho,No conozco,No conozco,No utilizo,No conozco,No utilizo,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
zeC2Xnp2,,,COMPLETED,,"may. 13, 2026 03:35:16 p. m.","may. 13, 2026 03:37:53 p. m.",2 mins 37 secs ,Public collector,9,100,Ingeniería de Sistemas,7° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
HXjIUL23,,,COMPLETED,,"may. 13, 2026 03:35:18 p. m.","may. 13, 2026 03:37:48 p. m.",2 mins 30 secs ,Public collector,9,100,Ingeniería de Sistemas,7° Ciclo,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,9 (Promoter),
wWC2ecXF,,,COMPLETED,,"may. 13, 2026 03:35:19 p. m.","may. 13, 2026 03:37:42 p. m.",2 mins 23 secs ,Public collector,9,100,Ingeniería de Sistemas,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No conozco,Muy satisfecho,No utilizo,No utilizo,Satisfecho,No utilizo,Totalmente satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente insatisfecho,Muy satisfecho,No conozco,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
NBBhU67M,,,COMPLETED,,"may. 13, 2026 03:35:19 p. m.","may. 13, 2026 03:38:43 p. m.",3 mins 24 secs ,Public collector,10,100,Ingeniería de Sistemas,5° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,No utilizo,No utilizo,Insatisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
eqzlKby5,,,COMPLETED,,"may. 13, 2026 03:35:22 p. m.","may. 13, 2026 03:40:00 p. m.",4 mins 37 secs ,Public collector,8,0,Ingeniería de Sistemas,6° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Insatisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,8 (Passive),"Te forma en distintos ámbitos académicos, cubriendo muchas áreas y con un campus muy bello y cómodo."
bDBBxsJt,,,COMPLETED,,"may. 13, 2026 03:35:26 p. m.","may. 13, 2026 03:41:52 p. m.",6 mins 26 secs ,Public collector,10,100,Ingeniería de Sistemas,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
YpBhxu5M,,,COMPLETED,,"may. 13, 2026 03:35:26 p. m.","may. 13, 2026 03:38:40 p. m.",3 mins 14 secs ,Public collector,10,100,Ingeniería de Sistemas,7° Ciclo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
xbC2IrQM,,,COMPLETED,,"may. 13, 2026 03:35:29 p. m.","may. 13, 2026 03:37:44 p. m.",2 mins 14 secs ,Public collector,9,100,Ingeniería de Sistemas,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,No utilizo,No conozco,No conozco,No conozco,Satisfecho,Satisfecho,No conozco,No conozco,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,9 (Promoter),
ppC2grtr,,,COMPLETED,,"may. 13, 2026 03:35:41 p. m.","may. 13, 2026 03:38:17 p. m.",2 mins 36 secs ,Public collector,9,100,Ingeniería de Sistemas,6° Ciclo,Totalmente satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,No conozco,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
D2tabeIv,,,COMPLETED,,"may. 13, 2026 03:35:50 p. m.","may. 13, 2026 03:41:14 p. m.",5 mins 24 secs ,Public collector,9,100,Ingeniería de Sistemas,7° Ciclo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,No utilizo,No conozco,No utilizo,Muy satisfecho,No conozco,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,9 (Promoter),
9uBhwmv6,,,COMPLETED,,"may. 13, 2026 03:37:06 p. m.","may. 13, 2026 03:38:26 p. m.",1 min 20 secs ,Public collector,10,100,Ingeniería Civil,6° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
YjDFMtDO,,,COMPLETED,,"may. 13, 2026 05:17:36 p. m.","may. 13, 2026 05:20:53 p. m.",3 mins 16 secs ,Public collector,10,100,Derecho,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
lGBBd9Sq,,,COMPLETED,,"may. 13, 2026 05:17:40 p. m.","may. 13, 2026 05:20:57 p. m.",3 mins 17 secs ,Public collector,10,100,Derecho,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
uSCZzTvu,,,COMPLETED,,"may. 13, 2026 05:17:41 p. m.","may. 13, 2026 05:22:43 p. m.",5 mins 1 sec ,Public collector,10,100,Derecho,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Insatisfecho,No utilizo,Totalmente satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,,,,Insatisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
e2DBmY3R,,,COMPLETED,,"may. 13, 2026 05:17:42 p. m.","may. 13, 2026 05:24:14 p. m.",6 mins 32 secs ,Public collector,5,0,Derecho,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,No conozco,No utilizo,No utilizo,Insatisfecho,Insatisfecho,Insatisfecho,Totalmente insatisfecho,,,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,5 (Detractor),"Pocos espacios para comer, muchos comen en el piso o en el césped. Pocos profesores a la hora de matricularse, dos profesores para un solo curso, muchos se atrasan de esa forma."
blC2v3aR,,,COMPLETED,,"may. 13, 2026 05:17:42 p. m.","may. 13, 2026 05:21:26 p. m.",3 mins 44 secs ,Public collector,8,0,Derecho,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Muy satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Muy satisfecho,,,,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,No conozco,Satisfecho,Satisfecho,Muy satisfecho,8 (Passive),Tiene un una buena estructura y gran prestigio
PlC5eq2H,,,COMPLETED,,"may. 13, 2026 05:17:46 p. m.","may. 13, 2026 05:26:33 p. m.",8 mins 47 secs ,Public collector,10,100,Derecho,7° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Totalmente satisfecho,,,,Satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
4Uztcogo,,,COMPLETED,,"may. 13, 2026 05:17:47 p. m.","may. 13, 2026 05:21:50 p. m.",4 mins 3 secs ,Public collector,10,100,Derecho,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,10 (Promoter),
dXBBVETJ,,,COMPLETED,,"may. 13, 2026 05:17:47 p. m.","may. 13, 2026 05:20:30 p. m.",2 mins 42 secs ,Public collector,6,0,Derecho,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Satisfecho,Muy satisfecho,No conozco,Satisfecho,Insatisfecho,Insatisfecho,,,,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,6 (Detractor),Creeria que la calidad de profesores en mi carrera pueden mejorar.
KvBnbPW7,,,COMPLETED,,"may. 13, 2026 05:17:47 p. m.","may. 13, 2026 05:20:37 p. m.",2 mins 49 secs ,Public collector,8,0,Derecho,7° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No conozco,Satisfecho,Totalmente insatisfecho,No utilizo,No conozco,No conozco,Satisfecho,Satisfecho,No conozco,No conozco,Satisfecho,Muy satisfecho,,,,Totalmente insatisfecho,Insatisfecho,Insatisfecho,No utilizo,No utilizo,Satisfecho,Totalmente insatisfecho,Muy satisfecho,8 (Passive),porque si
5WBnq4Qy,,,COMPLETED,,"may. 13, 2026 05:17:49 p. m.","may. 13, 2026 05:21:23 p. m.",3 mins 34 secs ,Public collector,10,100,Derecho,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
z0Bnussr,,,COMPLETED,,"may. 13, 2026 05:17:50 p. m.","may. 13, 2026 05:20:55 p. m.",3 mins 4 secs ,Public collector,10,100,Derecho,7° Ciclo,Satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
WiCZm4IZ,,,COMPLETED,,"may. 13, 2026 05:17:51 p. m.","may. 13, 2026 05:20:57 p. m.",3 mins 6 secs ,Public collector,10,100,Derecho,8° Ciclo,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Totalmente insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
LABBDbou,,,COMPLETED,,"may. 13, 2026 05:17:52 p. m.","may. 13, 2026 05:21:33 p. m.",3 mins 40 secs ,Public collector,7,0,Derecho,7° Ciclo,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,No conozco,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,7 (Passive),Hay cosas que podrían mejorar
afBnHqZW,,,COMPLETED,,"may. 13, 2026 05:17:56 p. m.","may. 13, 2026 05:19:57 p. m.",2 mins ,Public collector,8,0,Derecho,7° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,No utilizo,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,,,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,8 (Passive),Es buena
